"Species","SVL","PW","PH","AXG","HL","HW","HD","SNT","ED","HDW","HDL","FLW","FLL"
"aequalis Kyaiktiyo",1.93424588102307,0.903014131392591,0.90550164874406,1.51770739397135,1.35349667935756,1.1809539732229,0.933744865072572,0.981941522678007,0.625877890568245,0.656177760020525,1.58749352705918,0.486200027208972,1.47930561028372
"aequalis Kyaiktiyo",1.93186451349203,0.963586935558811,0.871202268888535,1.52520584929032,1.36203410204187,1.18452877001451,0.954359465240392,0.977457357483057,0.701461781930328,0.768893336655288,1.62958562358927,0.571444476373932,1.51976433680727
"aequalis Kyaiktiyo",1.86486691432853,0.907377913503633,0.880205143962028,1.48298276724192,1.3648966905062,1.17837100173854,0.984943428250811,0.973561998254485,0.685719901346707,0.686617654200057,1.47780492255781,0.474170279157674,1.52241625892272
"aequalis Kyaiktiyo",1.83708315082319,0.924611173382822,0.876003572539194,1.49326440344586,1.34726198634518,1.15581616711325,0.909252865310864,0.96063411493601,0.61608906903334,0.897114478044835,1.57305804685933,0.58083491773867,1.43799723863092
"aequalis Kou Thi Nar Youn",1.92906112408477,0.883050592723785,0.902859974129957,1.48000368400084,1.33133786026415,1.20244611014773,0.965509403261064,0.949269576571648,0.6741545283472,0.741282436602878,1.58939922919937,0.537263104817546,1.48131211577451
"aequalis Kou Thi Nar Youn",1.88212591977003,0.904331957335928,0.879781986526884,1.52193213666694,1.30433113433257,1.15841721743226,0.91207338153774,0.922926705488295,0.670273991616768,0.720574122396062,1.57885847332445,0.547107654413373,1.28925927766216
"aequalis Kou Thi Nar Youn",1.83935232889542,0.890388090725714,0.92603478993277,1.50451110239754,1.31551210278898,1.17801083317166,0.981982628678377,0.932719393196415,0.704018928833764,0.813562087212771,1.59398190494986,0.617709404517267,1.45238011927432
"aequalis Kou Thi Nar Youn",1.85070748537454,0.931918179566823,0.896024453097866,1.51659047613546,1.3048766013101,1.16491808623482,0.940916490950181,0.931689543110708,0.645081921221432,0.752847247556019,1.56344970115533,0.467833978618847,1.45531741017039
"aequalis Kou Thi Nar Youn",1.82288694783415,0.926807606142489,0.899227597012669,1.45359075283481,1.34132033899209,1.16870098821573,0.958690340117834,0.940474349687258,0.678974103853563,0.780536171283975,1.60392926024864,0.535382982832517,1.4780136025437
"aequalis Kou Thi Nar Youn",1.94433459197078,0.900399663793367,0.891978667187347,1.49281111074025,1.32690197433918,1.16146666586776,0.948126587884738,0.935910797280792,0.681725625799965,0.760177417934944,1.59339524170587,0.586895050841249,1.46166257062792
"aequalis Kou Thi Nar Youn",1.89442683796419,0.912462237298881,0.925707467749208,1.50009295647269,1.31702104332286,1.14717118184492,0.927054055772255,0.927670112662797,0.656580588549754,0.756307926884894,1.58228032150197,0.484945314564935,1.45178281680178
"aequalis Kou Thi Nar Youn",1.83180580867439,0.884884648820873,0.928671155756983,1.47654985030556,1.3252239371854,1.17616523022972,0.933904926559608,0.938130310787816,0.68466374714206,0.769552836115256,1.58748653767944,0.573650695711224,1.45461326541885
"aequalis Kou Thi Nar Youn",1.80393484986384,0.87759999362816,0.882779353951398,1.50820801290658,1.32345240794406,1.17338323647259,0.943094705628469,0.935168667372837,0.654328832226475,0.712445831199643,1.57971100184173,0.538857163409869,1.42328368253283
"aequalis Kou Thi Nar Youn",1.8294324336176,0.899109721523151,0.887336464693133,1.50918809031245,1.32000145182916,1.17181313173398,0.930295992602839,0.945148920648331,0.682925448128331,0.713029208745446,1.59443164253683,0.549008498385289,1.45589268759333
"aequalis Kou Thi Nar Youn",1.86344182861371,0.947015409901024,0.947565035430138,1.49819403751569,1.34026998896012,1.19968106054604,0.957117358980661,0.963657785696757,0.683383461456833,0.791038363294065,1.61232016398442,0.549650990794309,1.4904251319425
"chanhanakwaensis",1.87419180467907,0.849437257802465,0.860979339639626,1.51880452374098,1.34912512350348,1.15236930229816,0.930767669946059,0.983840133528723,0.724065084268654,0.814091616839475,1.60788809235668,0.486979974274559,1.4699819445532
"chanhanakwaensis",1.86952506285723,0.834912780007451,0.822347709534524,1.53701367507028,1.33808033609304,1.1395980880741,0.908082131050801,0.962708394329942,0.673832464553323,0.810256739658184,1.6006861027998,0.552843313032008,1.46779379438521
"chanhanakwaensis",1.88360466092229,0.863708560427287,0.868109363510887,1.49490422834357,1.34956415197153,1.17196803283763,0.919967333382659,0.988994718866358,0.682143509543576,0.86786595078303,1.60701820759961,0.52927663338135,1.48502895419816
"chanhanakwaensis",1.82393045512556,0.834227053491016,0.813088226439508,1.50070251940802,1.36264766905197,1.16347533034555,0.907025372801019,0.970017052121283,0.685101899947014,0.877866584557517,1.6108701013516,0.599302680028456,1.51213407925105
"chanhanakwaensis",1.87233112123025,0.863696899850285,0.845677474777395,1.51174324684728,1.31993668082545,1.15301782041095,0.891563950696897,0.940941458429191,0.724753440866727,0.85045760519133,1.59509752106627,0.571916836040826,1.49039504676902
"chanhanakwaensis",1.86899690248714,0.834167167901438,0.823558009479732,1.46979670935141,1.35365321228469,1.17426104550927,0.932839214727182,0.994815231116812,0.719283750754063,0.776701674939419,1.6101844161988,0.565439555684434,1.47914400410797
"chanhanakwaensis",1.78951020409025,0.812757504582075,0.821651578535292,1.49665013190257,1.33726186203818,1.14776366590656,0.901422665815196,0.974250703056958,0.72515026537561,0.866126480979665,1.62564355586025,0.541365756983489,1.47974052494841
"chanhanakwaensis",1.8751770598147,0.84667157833297,0.82904355918009,1.49697836314816,1.34488588819938,1.16378347650298,0.920809278820175,0.970827803814817,0.737539974557642,0.85254348183025,1.60844307226779,0.530982143748533,1.49013333862436
"chanhanakwaensis",1.87198135384337,0.806628943580677,0.839308426669878,1.48178188882413,1.34974139938462,1.15186181996039,0.903786216431931,0.97832039667654,0.711922666252516,0.86566530518886,1.67106540755317,0.614556353044814,1.48152086412808
"chanhanakwaensis",1.84310814199961,0.836017232351564,0.877519432054424,1.50769640552566,1.35158663254954,1.14704490197963,0.923853350756018,0.976376004601473,0.714677825984986,0.766983172119577,1.61061998392369,0.555096099285211,1.46884500154242
"chanhanakwaensis",1.64473392744719,0.883181129234071,0.859521967440123,1.50569040162464,1.35290703933364,1.1756497912159,0.937448472265196,0.969702514523986,0.683324484833343,0.798745683022508,1.64344615969479,0.540402516525068,1.50924213322251
"chanhanakwaensis",1.85787502552356,0.867093078913981,0.913765280194819,1.53949686257784,1.36023288955497,1.18096198600894,0.951594293414882,0.986471495860142,0.67397089968852,0.737541542503075,1.63462160183134,0.507380992920254,1.49693312859837
"chanhanakwaensis",1.7001843296222,0.80736607044938,0.849915328519916,1.48533713023021,1.34518676712288,1.13705669303904,0.918132311058186,0.983133889586223,0.710910612856551,0.940965579131201,1.63435161114809,0.62954045407953,1.48404391615285
"chanhanakwaensis",1.77699158485641,0.844261393155243,0.838954931552607,1.51620589211513,1.35520956133408,1.15427902211057,0.935332828682877,0.95967089917499,0.696905934471647,0.928328410449917,1.61204244400297,0.556933081774044,1.49501313929084
"chanhanakwaensis",1.85985852048099,0.834131483390735,0.915934642665188,1.48596082022506,1.34480583056819,1.16809421911167,0.917131220747895,0.970294605928541,0.69683839117105,0.853446798543663,1.62867172663057,0.588394335783006,1.27476348517512
"chanhanakwaensis",1.55822842180333,0.839500880810302,0.851445219831384,1.49919994227527,1.33566352389878,1.15932253087565,0.921442557910735,0.967411328757112,0.720532986132143,0.792919187352673,1.58755991217971,0.473777034992989,1.42618910130032
"chanhanakwaensis",1.86183299765794,0.864443522211548,0.867117252511208,1.49652635715004,1.3254351586089,1.15311462523359,0.913795680784745,0.966101046878036,0.681833102155393,0.784974568004922,1.61491010256599,0.554729285746819,1.47167291869846
"chanhanakwaensis",1.6628522332648,0.845593552054758,0.873886046631239,1.51790415358411,1.3484373516645,1.16290197580153,0.89062314771177,0.988638917517906,0.691180168376274,0.788410820360037,1.62363719329361,0.640108189291399,1.46258369415404
"taungwineensis",1.86117583551303,0.859465619469494,0.865866905246008,1.47118990252617,1.35337905656873,1.12747048390973,0.911234840234013,0.970642326296462,0.66765447060018,0.845959839662754,1.63811367295012,0.623133835891939,1.46670623593336
"taungwineensis",1.77151398997967,0.888851421078213,0.925925793396879,1.50383377845558,1.32004925929893,1.16006018838976,0.944058228372205,0.928010052632639,0.640474928699599,0.848273083124207,1.71807475412552,0.666567378584238,1.4933352749499
"taungwineensis",1.79323144705652,0.877764491253996,0.867332516911619,1.50185727107977,1.32494280414874,1.14663081365379,0.918833108989432,0.956916115208294,0.694558186991697,0.871855876330121,1.50266324074892,0.519683741795208,1.47432221683254
"taungwineensis",1.8777743499914,0.878012934003998,0.863486262360852,1.51215133435093,1.33544854423878,1.15829225716406,0.929440413854356,0.975032268319778,0.687417354693807,0.853473740695091,1.60911825263307,0.619796864701137,1.48102612941063
"taungwineensis",1.76996780132944,0.8714265769523,0.879248874457428,1.51199795424468,1.3472813357446,1.15261361770417,0.936928787936837,0.960029551804973,0.69840568197857,0.826263732407915,1.72444678696572,0.577574412183089,1.49599096375426
"taungwineensis",1.86183299765794,0.897609436688641,0.935482754982887,1.50785034586709,1.33347442198349,1.17559450508883,0.92999198071025,0.95522935256117,0.686417391345474,0.853595232941653,1.63010055862036,0.634915487123876,1.49517244085639
"taungwineensis",1.86468903413685,0.879795312706308,0.8878259793748,1.52340037198906,1.33736308662112,1.14345139720011,0.917124358161722,0.933115286009184,0.70168168664605,0.840812662315482,1.64527315120382,0.622327169196331,1.51466520362368
"taungwineensis",1.8593785044256,0.911859519297729,0.885045666942579,1.52170590441626,1.32153050239428,1.15010964659916,0.933589130119028,0.957139436974372,0.68392339678872,0.877041987154663,1.65418767765815,0.592184507531021,1.50171167819782
"taungwineensis",1.82962535335805,0.932034781981082,0.795246514613366,1.51228897011803,1.33287626245564,1.1419971997709,0.94481298629895,0.978337968346743,0.64076858426652,0.890693855431856,1.64225020181711,0.527213962313022,1.48500027773407
"taungwineensis",1.78139630519679,0.910771308389019,0.905939687438623,1.5198515242673,1.35094092031775,1.15477967859772,0.909540021563056,0.99996482681812,0.743700935915223,0.829844296245675,1.5199556597684,0.695869413072167,1.49337127658683
"taungwineensis",1.85095239979349,0.907566705669033,0.992286628537956,1.52459823297956,1.33635153810118,1.17567317758399,0.967322332216108,0.963416175913719,0.741422292570219,0.741996438525592,1.64419077225363,0.638757947217354,1.48676984674016
"maelanoi",1.84584190742176,0.916363746723841,0.891261375371119,1.51204841964391,1.34155613372841,1.16637577355115,0.928951132121061,0.933191359783622,0.70308164732971,0.890712979371812,1.64065868885222,0.612842230157884,1.50700666310024
"maelanoi",1.9599472157085,0.916805825651672,0.887626844842823,1.49989851063139,1.33610835601276,1.17656804723483,0.962213244299764,0.942921973090732,0.676528163655697,0.915933811872866,1.6410269941277,0.654495883256524,1.48627111853694
"maelanoi",1.87151455870838,0.94463801143142,0.870921567625797,1.52524044587041,1.33401577102751,1.16848848313009,0.93062061489756,0.940234112008791,0.64095896668488,0.903378890205011,1.66030638621134,0.572814674100783,1.51632981863121
"maelanoi",1.83695673705955,0.893361109823745,0.858191067903721,1.51262833387099,1.33260200383829,1.16883295465364,0.951998130948358,0.941693466541893,0.646907137767546,0.895760852645943,1.63415300756965,0.596049742643577,1.49199411424586
"maelanoi",1.87122255675971,0.881675146796747,0.849515094486907,1.48414560007411,1.32627844117959,1.15315117218872,0.905677856467299,0.924572612929503,0.646102824867088,0.863761255463296,1.62888411291766,0.627643027328872,1.48920954427189
"maelanoi",1.94235534970768,0.92316590065259,0.885241343889797,1.51181932315609,1.33973406862679,1.17505811870093,0.923257640527497,0.944701781692693,0.635646070123581,0.881820624203122,1.63851126744516,0.616238756567138,1.51794964913968
"maelanoi",1.94645226501307,0.896366074872501,0.853506706246213,1.51027031706339,1.32328885596126,1.16200623670879,0.916593278517056,0.92327422505774,0.657989847641173,0.885112075920171,1.63515945992603,0.569262392334141,1.50771547772603
"maelanoi",1.94393946447222,0.910574869556722,0.842820983429863,1.51188982503718,1.33538950819827,1.16119442369509,0.921079598656556,0.94177362546908,0.659605957115046,0.82833785732813,1.64144834797351,0.59560031572527,1.51597198195377
"maelanoi",1.86427369680438,0.936524706775876,0.865780067794649,1.49747593655518,1.32889488276936,1.1875372315162,0.929519614953311,0.949497237020257,0.638021055549961,0.83484302897207,1.63739431563029,0.657820807177454,1.53052331408602
"sinyineensis",1.94046667766353,0.887800866516022,0.948763382661442,1.50341443473091,1.357496231058,1.17455287411528,0.909815628492306,0.951233863467344,0.676073652964345,0.814468564311262,1.61050308041616,0.592811297916563,1.49618451603831
"sinyineensis",1.92783213286658,0.881242256311734,0.905515383948096,1.5096854358324,1.35122804238311,1.18373366553457,0.929149647471558,0.967596012616273,0.723751289229665,0.869250366949579,1.6451094164043,0.636119682461064,1.49887228254623
"sinyineensis",1.95177450808173,0.879671832328678,0.915344312762954,1.54520022738927,1.33689335784443,1.19123758643895,0.96447809299662,0.954513393779366,0.695436880523518,0.877257819171946,1.62690783314091,0.556642978840191,1.49655295889542
"sinyineensis",1.92593059786847,0.910282907872738,0.949862344907513,1.52372132364873,1.35953045375478,1.22286753107511,0.977395943474966,0.976639577738831,0.698725550640109,0.893145676480929,1.63532718313757,0.60610028148604,1.49454306483166
"sinyineensis",1.94384062640126,0.891382633315616,0.94293072545365,1.49122956116813,1.3532503979251,1.22403518077174,0.995030534673962,0.974760511574535,0.692269039682691,0.814562696490353,1.61034753385417,0.641041032196296,1.4811595440433
"sinyineensis",1.89014146006458,0.869447846514548,0.915206065408407,1.52807756147639,1.33519084837907,1.16339344624189,0.916881135393199,0.955323069438711,0.641204369457982,0.857087974500002,1.61639741540279,0.595936774901826,1.48778951602042
"sinyineensis",1.88716702089477,0.91535167051223,0.986460298938671,1.54219829083573,1.37282412513574,1.22830714122867,1.00234934462545,0.999774957828668,0.713679500970847,0.808961201615799,1.64541862297301,0.619317839685674,1.50064849204742
"sinyineensis",1.87139778148748,0.879256657282122,0.905732730297978,1.49291196616875,1.341668299161,1.19812222633016,0.952206790210061,0.941500587827324,0.71106401904187,0.867324438676052,1.60888630844267,0.586681792904064,1.49012813784445
